traveller_id,wt_css_o,wt_css_d,cs_duration,walking_duration,public_duration,bicycling_duration,driving_duration,cs_distance,walking_distance,public_distance,bicycling_distance,driving_distance
t1527,1 min,5 mins,7 mins,47 mins,21 mins,12 mins,8 mins,3.7 km,3.4 km,5.0 km,3.8 km,4.0 km
t1528,6 mins,4 mins,15 mins,1 hour 3 mins,26 mins,20 mins,15 mins,5.2 km,4.5 km,6.2 km,5.4 km,5.1 km
t1529,9 mins,7 mins,10 mins,48 mins,23 mins,15 mins,10 mins,4.0 km,3.5 km,4.4 km,4.7 km,3.6 km
t1530,2 mins,5 mins,10 mins,27 mins,15 mins,7 mins,9 mins,3.2 km,2.0 km,3.3 km,2.0 km,2.9 km
t1531,1 min,5 mins,6 mins,19 mins,14 mins,5 mins,5 mins,1.6 km,1.4 km,2.4 km,1.4 km,1.4 km
t1532,1 min,4 mins,10 mins,44 mins,16 mins,12 mins,10 mins,3.5 km,3.2 km,3.2 km,3.2 km,3.2 km
t1533,9 mins,5 mins,12 mins,53 mins,21 mins,14 mins,12 mins,3.9 km,3.8 km,5.4 km,4.1 km,4.1 km
t1534,10 mins,3 mins,13 mins,1 hour 0 mins,18 mins,18 mins,16 mins,5.7 km,4.3 km,5.0 km,5.2 km,5.2 km
t1535,1 min,6 mins,9 mins,53 mins,18 mins,14 mins,11 mins,3.7 km,3.8 km,5.0 km,3.9 km,4.2 km
t1536,1 min,6 mins,25 mins,1 hour 58 mins,34 mins,32 mins,24 mins,11.7 km,8.6 km,10.8 km,9.4 km,10.9 km
t1537,9 mins,13 mins,16 mins,1 hour 6 mins,28 mins,18 mins,15 mins,5.7 km,4.7 km,6.4 km,5.3 km,5.3 km
t1538,9 mins,4 mins,8 mins,30 mins,17 mins,8 mins,9 mins,2.5 km,2.2 km,3.5 km,2.5 km,2.9 km
t1539,10 mins,3 mins,18 mins,1 hour 14 mins,29 mins,19 mins,16 mins,5.7 km,5.3 km,8.5 km,5.6 km,5.3 km
t1540,2 mins,3 mins,22 mins,1 hour 37 mins,39 mins,26 mins,22 mins,7.4 km,7.1 km,8.3 km,7.3 km,7.8 km
t1541,1 min,3 mins,16 mins,1 hour 16 mins,27 mins,22 mins,15 mins,7.4 km,5.5 km,7.2 km,6.8 km,7.2 km
t1542,6 mins,5 mins,6 mins,41 mins,22 mins,12 mins,7 mins,2.8 km,2.9 km,3.4 km,3.4 km,4.3 km
t1543,1 min,2 mins,17 mins,1 hour 13 mins,25 mins,21 mins,16 mins,6.1 km,5.3 km,7.9 km,5.8 km,6.0 km
t1544,5 mins,6 mins,23 mins,1 hour 43 mins,33 mins,29 mins,21 mins,9.1 km,7.4 km,9.1 km,8.4 km,8.7 km
t1545,5 mins,6 mins,26 mins,2 hours 7 mins,36 mins,34 mins,26 mins,10.9 km,9.2 km,11.1 km,9.9 km,9.9 km
t1546,10 mins,9 mins,18 mins,1 hour 47 mins,38 mins,28 mins,24 mins,7.6 km,7.7 km,12.0 km,8.7 km,8.8 km
t1547,1 min,9 mins,21 mins,1 hour 40 mins,34 mins,28 mins,21 mins,8.4 km,7.2 km,7.6 km,8.2 km,8.5 km
t1548,10 mins,4 mins,13 mins,59 mins,20 mins,15 mins,14 mins,4.2 km,4.2 km,6.4 km,4.6 km,4.3 km
t1549,3 mins,6 mins,17 mins,1 hour 11 mins,22 mins,17 mins,16 mins,6.7 km,5.2 km,6.1 km,5.3 km,5.3 km
t1550,4 mins,5 mins,7 mins,17 mins,15 mins,5 mins,4 mins,2.0 km,1.2 km,1.6 km,1.6 km,1.6 km
t1551,5 mins,7 mins,21 mins,1 hour 42 mins,36 mins,28 mins,23 mins,7.1 km,7.3 km,11.0 km,8.0 km,7.9 km
t1552,5 mins,4 mins,17 mins,1 hour 8 mins,25 mins,20 mins,16 mins,5.5 km,4.9 km,7.1 km,5.5 km,5.0 km
t1553,4 mins,9 mins,13 mins,1 hour 3 mins,24 mins,16 mins,14 mins,4.4 km,4.5 km,6.3 km,5.0 km,5.2 km
t1554,3 mins,3 mins,25 mins,1 hour 57 mins,33 mins,30 mins,29 mins,10.5 km,8.4 km,10.5 km,9.0 km,9.9 km
t1555,3 mins,8 mins,9 mins,32 mins,20 mins,7 mins,6 mins,2.9 km,2.3 km,4.2 km,2.3 km,2.3 km
t1556,3 mins,2 mins,9 mins,44 mins,18 mins,11 mins,9 mins,3.2 km,3.2 km,3.3 km,3.3 km,3.3 km
t1557,4 mins,7 mins,32 mins,2 hours 46 mins,38 mins,41 mins,29 mins,12.8 km,12.0 km,14.2 km,12.8 km,12.7 km
t1558,4 mins,6 mins,17 mins,1 hour 18 mins,31 mins,21 mins,16 mins,7.8 km,5.5 km,7.1 km,6.3 km,6.6 km
t1559,5 mins,2 mins,8 mins,39 mins,15 mins,11 mins,9 mins,2.7 km,2.9 km,2.9 km,3.1 km,3.1 km
t1560,3 mins,7 mins,26 mins,2 hours 7 mins,48 mins,34 mins,26 mins,10.1 km,9.1 km,11.9 km,9.9 km,10.2 km
t1561,4 mins,3 mins,17 mins,1 hour 16 mins,25 mins,22 mins,19 mins,6.7 km,5.4 km,7.7 km,6.5 km,7.8 km
t1562,3 mins,8 mins,22 mins,1 hour 37 mins,28 mins,24 mins,22 mins,7.9 km,6.9 km,8.6 km,7.1 km,7.2 km
t1563,4 mins,6 mins,8 mins,19 mins,15 mins,6 mins,5 mins,2.0 km,1.4 km,2.0 km,1.7 km,1.7 km
t1564,3 mins,2 mins,24 mins,1 hour 54 mins,30 mins,30 mins,23 mins,9.4 km,8.3 km,10.2 km,8.9 km,8.4 km
t1565,8 mins,8 mins,15 mins,54 mins,17 mins,15 mins,13 mins,5.1 km,3.9 km,5.3 km,4.2 km,4.2 km
t1566,5 mins,7 mins,19 mins,1 hour 34 mins,31 mins,25 mins,20 mins,6.9 km,6.7 km,8.2 km,7.3 km,6.7 km
t1567,5 mins,8 mins,26 mins,1 hour 44 mins,27 mins,27 mins,23 mins,9.1 km,7.5 km,9.1 km,8.1 km,8.0 km
t1568,8 mins,4 mins,23 mins,1 hour 56 mins,37 mins,31 mins,24 mins,8.5 km,8.3 km,10.3 km,8.8 km,8.6 km
t1569,5 mins,6 mins,8 mins,44 mins,17 mins,13 mins,10 mins,3.2 km,3.1 km,3.5 km,3.3 km,3.5 km
t1570,5 mins,5 mins,18 mins,1 hour 7 mins,32 mins,17 mins,18 mins,6.6 km,4.8 km,6.3 km,5.1 km,6.2 km
t1571,8 mins,4 mins,13 mins,1 hour 1 min,30 mins,14 mins,14 mins,5.1 km,4.4 km,6.7 km,4.5 km,5.4 km
t1572,5 mins,7 mins,12 mins,1 hour 0 mins,22 mins,17 mins,14 mins,4.4 km,4.3 km,4.9 km,4.9 km,4.9 km
t1573,8 mins,5 mins,18 mins,1 hour 24 mins,31 mins,23 mins,21 mins,6.5 km,6.0 km,7.3 km,6.8 km,7.2 km
t1574,8 mins,7 mins,17 mins,1 hour 25 mins,24 mins,25 mins,18 mins,6.5 km,6.1 km,7.7 km,7.0 km,6.4 km
t1575,5 mins,6 mins,11 mins,36 mins,22 mins,9 mins,9 mins,3.2 km,2.6 km,3.1 km,2.7 km,2.7 km
t1576,5 mins,4 mins,11 mins,47 mins,18 mins,13 mins,10 mins,3.8 km,3.3 km,5.2 km,3.5 km,3.5 km
t1577,5 mins,11 mins,7 mins,32 mins,14 mins,8 mins,7 mins,3.1 km,2.3 km,2.5 km,2.3 km,2.3 km
t1578,5 mins,3 mins,21 mins,1 hour 23 mins,35 mins,21 mins,18 mins,7.1 km,6.0 km,8.1 km,6.5 km,6.2 km
t1579,2 mins,6 mins,14 mins,1 hour 1 min,22 mins,16 mins,13 mins,5.4 km,4.4 km,6.1 km,4.6 km,4.6 km
t1580,3 mins,1 min,7 mins,20 mins,10 mins,6 mins,5 mins,2.4 km,1.4 km,2.3 km,1.5 km,1.5 km
t1581,1 min,3 mins,14 mins,50 mins,18 mins,14 mins,12 mins,5.1 km,3.6 km,4.1 km,4.0 km,4.1 km
t1582,1 min,8 mins,12 mins,1 hour 4 mins,28 mins,16 mins,14 mins,5.1 km,4.6 km,5.7 km,4.9 km,5.5 km
t1583,3 mins,6 mins,21 mins,1 hour 32 mins,40 mins,24 mins,20 mins,7.5 km,6.6 km,9.4 km,7.2 km,6.9 km
t1584,3 mins,6 mins,15 mins,59 mins,20 mins,14 mins,14 mins,5.8 km,4.2 km,5.3 km,4.4 km,5.4 km
t1585,2 mins,7 mins,9 mins,41 mins,15 mins,11 mins,9 mins,3.0 km,2.9 km,3.3 km,3.1 km,3.1 km
t1586,2 mins,5 mins,9 mins,20 mins,11 mins,5 mins,5 mins,3.1 km,1.4 km,1.6 km,1.5 km,1.5 km
t1587,2 mins,8 mins,20 mins,1 hour 35 mins,40 mins,26 mins,18 mins,8.5 km,6.9 km,12.3 km,8.5 km,7.7 km
t1588,2 mins,4 mins,20 mins,1 hour 41 mins,39 mins,23 mins,18 mins,8.4 km,7.3 km,9.7 km,7.5 km,7.6 km
t1589,3 mins,7 mins,18 mins,1 hour 20 mins,31 mins,18 mins,15 mins,6.9 km,5.9 km,7.2 km,5.8 km,6.4 km
t1590,3 mins,2 mins,20 mins,1 hour 16 mins,34 mins,19 mins,20 mins,7.5 km,5.4 km,6.5 km,5.5 km,7.3 km
t1591,1 min,1 min,14 mins,1 hour 6 mins,24 mins,19 mins,14 mins,5.4 km,4.7 km,5.8 km,5.6 km,5.4 km
t1592,1 min,5 mins,23 mins,1 hour 46 mins,34 mins,26 mins,21 mins,9.9 km,7.6 km,9.4 km,8.2 km,8.6 km
t1593,1 min,2 mins,18 mins,1 hour 27 mins,33 mins,24 mins,18 mins,7.6 km,6.3 km,8.3 km,7.6 km,7.6 km
t1594,3 mins,3 mins,3 mins,4 mins,4 mins,1 min,2 mins,0.9 km,0.3 km,0.3 km,0.3 km,0.3 km
t1595,3 mins,3 mins,11 mins,1 hour 2 mins,22 mins,16 mins,13 mins,4.3 km,4.5 km,5.2 km,4.6 km,4.6 km
t1596,1 min,6 mins,13 mins,50 mins,19 mins,12 mins,10 mins,4.5 km,3.6 km,4.6 km,3.9 km,4.1 km
t1597,1 min,1 min,24 mins,1 hour 43 mins,37 mins,27 mins,22 mins,9.0 km,7.4 km,9.7 km,7.8 km,7.9 km
t1598,2 mins,2 mins,23 mins,2 hours 0 mins,35 mins,28 mins,22 mins,10.1 km,8.6 km,11.8 km,9.0 km,9.2 km
t1599,1 min,4 mins,26 mins,1 hour 52 mins,33 mins,28 mins,23 mins,11.2 km,8.1 km,10.7 km,8.5 km,9.2 km
t1600,1 min,3 mins,13 mins,44 mins,34 mins,11 mins,12 mins,5.4 km,3.2 km,5.9 km,3.4 km,5.1 km
t1601,1 min,3 mins,21 mins,1 hour 45 mins,42 mins,28 mins,20 mins,9.3 km,7.6 km,11.0 km,8.5 km,21.7 km
t1602,1 min,4 mins,23 mins,1 hour 47 mins,36 mins,27 mins,24 mins,9.0 km,7.7 km,10.7 km,8.0 km,8.5 km
t1603,1 min,4 mins,19 mins,1 hour 42 mins,44 mins,24 mins,19 mins,8.1 km,7.5 km,11.5 km,7.8 km,8.2 km
t1604,1 min,3 mins,14 mins,1 hour 6 mins,32 mins,17 mins,15 mins,6.2 km,4.9 km,6.9 km,5.3 km,6.3 km
t1605,1 min,4 mins,12 mins,1 hour 13 mins,32 mins,18 mins,14 mins,5.7 km,5.4 km,7.1 km,5.7 km,6.2 km
t1606,2 mins,5 mins,22 mins,1 hour 49 mins,49 mins,28 mins,22 mins,8.9 km,8.0 km,11.4 km,8.5 km,9.1 km
t1607,1 min,4 mins,13 mins,1 hour 6 mins,25 mins,16 mins,13 mins,4.9 km,4.7 km,6.2 km,4.8 km,4.9 km
t1608,1 min,5 mins,10 mins,50 mins,31 mins,11 mins,11 mins,4.7 km,3.7 km,6.6 km,3.8 km,5.2 km
t1609,1 min,5 mins,16 mins,1 hour 15 mins,37 mins,19 mins,15 mins,6.6 km,5.5 km,8.2 km,5.9 km,6.2 km
t1610,1 min,8 mins,12 mins,59 mins,33 mins,14 mins,15 mins,5.3 km,4.4 km,5.3 km,4.6 km,7.2 km
t1611,2 mins,5 mins,19 mins,1 hour 20 mins,34 mins,21 mins,17 mins,6.7 km,5.8 km,8.5 km,6.2 km,6.2 km
t1612,1 min,8 mins,20 mins,1 hour 33 mins,36 mins,24 mins,19 mins,8.3 km,6.8 km,10.2 km,7.3 km,7.9 km
t1613,1 min,4 mins,14 mins,56 mins,26 mins,16 mins,13 mins,5.2 km,4.0 km,5.6 km,4.9 km,5.0 km
t1614,1 min,4 mins,22 mins,1 hour 46 mins,37 mins,26 mins,23 mins,8.2 km,7.7 km,10.0 km,7.7 km,8.2 km
t1615,1 min,10 mins,15 mins,1 hour 22 mins,29 mins,20 mins,17 mins,5.7 km,5.9 km,7.3 km,6.0 km,6.2 km
t1616,1 min,5 mins,12 mins,49 mins,26 mins,11 mins,10 mins,4.1 km,3.6 km,6.2 km,3.6 km,3.8 km
t1617,2 mins,10 mins,8 mins,54 mins,23 mins,16 mins,8 mins,3.8 km,4.0 km,4.7 km,4.6 km,5.1 km
t1618,1 min,3 mins,17 mins,1 hour 20 mins,31 mins,22 mins,17 mins,6.7 km,5.8 km,8.2 km,6.7 km,6.8 km
t1619,1 min,3 mins,15 mins,1 hour 10 mins,34 mins,19 mins,13 mins,6.2 km,5.1 km,7.4 km,5.8 km,5.9 km
t1620,1 min,1 min,24 mins,1 hour 59 mins,44 mins,30 mins,25 mins,9.8 km,8.6 km,14.3 km,9.0 km,10.1 km
t1621,3 mins,2 mins,18 mins,1 hour 39 mins,30 mins,28 mins,18 mins,8.3 km,7.2 km,9.3 km,8.3 km,8.4 km
t1622,1 min,6 mins,21 mins,1 hour 34 mins,33 mins,25 mins,21 mins,7.8 km,6.8 km,9.9 km,7.3 km,7.6 km
t1623,3 mins,9 mins,23 mins,1 hour 53 mins,38 mins,29 mins,24 mins,8.6 km,8.1 km,11.5 km,8.5 km,8.8 km
t1624,1 min,4 mins,12 mins,47 mins,21 mins,11 mins,10 mins,3.7 km,3.4 km,4.1 km,3.5 km,3.5 km
t1625,3 mins,5 mins,11 mins,57 mins,23 mins,16 mins,12 mins,4.2 km,4.2 km,5.2 km,4.4 km,4.4 km
t1626,1 min,1 min,8 mins,26 mins,14 mins,7 mins,7 mins,2.7 km,1.9 km,2.7 km,1.9 km,2.6 km
t1627,3 mins,7 mins,15 mins,1 hour 16 mins,25 mins,19 mins,16 mins,5.9 km,5.4 km,6.1 km,5.8 km,6.2 km
t1628,1 min,3 mins,27 mins,2 hours 23 mins,40 mins,36 mins,26 mins,12.1 km,10.3 km,13.2 km,10.9 km,11.8 km
t1629,1 min,6 mins,19 mins,1 hour 20 mins,36 mins,20 mins,19 mins,7.1 km,5.8 km,6.9 km,5.9 km,7.2 km
t1630,3 mins,2 mins,16 mins,1 hour 24 mins,37 mins,23 mins,16 mins,7.2 km,6.1 km,9.1 km,7.2 km,7.2 km
t1631,3 mins,1 min,24 mins,1 hour 53 mins,37 mins,29 mins,24 mins,8.9 km,8.1 km,11.4 km,8.6 km,9.1 km
t1632,1 min,7 mins,13 mins,53 mins,25 mins,14 mins,11 mins,5.9 km,3.9 km,5.4 km,4.2 km,5.0 km
t1633,3 mins,5 mins,22 mins,1 hour 16 mins,32 mins,20 mins,20 mins,7.8 km,5.5 km,7.5 km,5.7 km,7.1 km
t1634,1 min,8 mins,11 mins,52 mins,18 mins,14 mins,11 mins,3.6 km,3.8 km,4.9 km,4.0 km,3.9 km
t1635,3 mins,5 mins,19 mins,1 hour 4 mins,27 mins,16 mins,16 mins,6.6 km,4.6 km,9.0 km,4.8 km,5.6 km
t1636,7 mins,4 mins,20 mins,1 hour 26 mins,26 mins,22 mins,20 mins,6.8 km,6.2 km,8.4 km,6.6 km,7.1 km
t1637,5 mins,5 mins,18 mins,1 hour 23 mins,23 mins,20 mins,18 mins,6.0 km,6.0 km,7.5 km,6.9 km,6.5 km
t1638,3 mins,5 mins,21 mins,1 hour 37 mins,30 mins,25 mins,21 mins,7.7 km,7.0 km,9.3 km,7.8 km,7.4 km
t1639,2 mins,4 mins,9 mins,43 mins,22 mins,12 mins,11 mins,3.3 km,3.1 km,3.8 km,3.5 km,4.0 km
t1640,3 mins,2 mins,17 mins,1 hour 12 mins,32 mins,18 mins,16 mins,5.9 km,5.3 km,8.1 km,5.6 km,5.5 km
t1641,4 mins,3 mins,20 mins,1 hour 37 mins,31 mins,25 mins,20 mins,7.4 km,7.1 km,10.6 km,7.4 km,7.4 km
t1642,3 mins,1 min,20 mins,1 hour 23 mins,24 mins,21 mins,18 mins,6.7 km,6.0 km,8.7 km,6.2 km,6.2 km
t1643,2 mins,3 mins,18 mins,1 hour 10 mins,32 mins,18 mins,17 mins,6.3 km,5.1 km,8.0 km,5.7 km,6.0 km
t1644,2 mins,7 mins,20 mins,1 hour 47 mins,37 mins,26 mins,19 mins,10.0 km,8.0 km,14.2 km,8.4 km,10.2 km
t1645,7 mins,7 mins,22 mins,1 hour 37 mins,32 mins,27 mins,21 mins,7.8 km,7.0 km,11.4 km,7.4 km,7.6 km
t1646,6 mins,5 mins,22 mins,2 hours 7 mins,33 mins,31 mins,25 mins,9.1 km,9.3 km,12.6 km,9.4 km,9.7 km
t1647,4 mins,4 mins,23 mins,1 hour 49 mins,31 mins,28 mins,23 mins,8.3 km,7.9 km,9.3 km,8.5 km,8.4 km
t1648,7 mins,3 mins,19 mins,1 hour 1 min,29 mins,15 mins,18 mins,7.0 km,4.4 km,4.6 km,4.9 km,7.8 km
t1649,6 mins,5 mins,8 mins,32 mins,12 mins,8 mins,7 mins,2.7 km,2.3 km,2.9 km,2.5 km,2.7 km
t1650,3 mins,2 mins,20 mins,1 hour 8 mins,27 mins,18 mins,19 mins,6.8 km,4.9 km,6.5 km,5.6 km,6.3 km
t1651,2 mins,6 mins,6 mins,26 mins,13 mins,7 mins,6 mins,2.2 km,1.9 km,2.0 km,2.0 km,2.3 km
t1652,5 mins,7 mins,14 mins,1 hour 1 min,22 mins,14 mins,15 mins,4.8 km,4.4 km,6.6 km,4.5 km,4.8 km
t1653,7 mins,6 mins,9 mins,40 mins,21 mins,10 mins,9 mins,3.0 km,2.9 km,3.3 km,2.9 km,2.9 km
t1654,4 mins,1 min,16 mins,1 hour 6 mins,25 mins,17 mins,16 mins,5.7 km,4.8 km,6.5 km,5.4 km,5.8 km
t1655,6 mins,6 mins,13 mins,51 mins,16 mins,13 mins,14 mins,4.3 km,3.7 km,4.8 km,4.0 km,4.4 km
t1656,4 mins,7 mins,3 mins,13 mins,6 mins,3 mins,4 mins,0.6 km,0.9 km,0.9 km,0.9 km,0.9 km
t1657,6 mins,2 mins,10 mins,39 mins,14 mins,11 mins,10 mins,3.3 km,2.9 km,3.3 km,3.4 km,3.5 km
t1658,2 mins,5 mins,21 mins,1 hour 33 mins,33 mins,25 mins,19 mins,7.7 km,6.8 km,10.8 km,7.3 km,6.9 km
t1659,3 mins,6 mins,6 mins,29 mins,20 mins,7 mins,7 mins,2.1 km,2.1 km,3.1 km,2.1 km,2.4 km
t1660,7 mins,3 mins,10 mins,44 mins,19 mins,10 mins,10 mins,3.5 km,3.2 km,4.8 km,3.4 km,3.6 km
t1661,5 mins,9 mins,17 mins,1 hour 4 mins,37 mins,16 mins,12 mins,7.8 km,4.6 km,9.4 km,5.1 km,5.4 km
t1662,8 mins,4 mins,17 mins,1 hour 27 mins,40 mins,22 mins,15 mins,7.9 km,6.4 km,14.0 km,7.2 km,8.2 km
t1663,8 mins,6 mins,12 mins,54 mins,20 mins,12 mins,12 mins,4.2 km,3.9 km,4.3 km,4.0 km,3.9 km
t1664,8 mins,8 mins,21 mins,1 hour 35 mins,25 mins,24 mins,23 mins,6.9 km,6.9 km,9.2 km,6.9 km,7.5 km
t1665,8 mins,8 mins,11 mins,29 mins,13 mins,10 mins,8 mins,3.6 km,2.1 km,2.3 km,3.2 km,2.3 km
t1666,8 mins,7 mins,19 mins,1 hour 38 mins,43 mins,22 mins,19 mins,8.2 km,7.3 km,9.3 km,7.5 km,7.5 km
t1667,5 mins,4 mins,15 mins,1 hour 7 mins,19 mins,18 mins,16 mins,5.2 km,4.9 km,6.4 km,5.1 km,6.2 km
t1668,5 mins,7 mins,24 mins,1 hour 34 mins,29 mins,26 mins,20 mins,9.0 km,6.7 km,8.6 km,7.1 km,7.1 km
t1669,5 mins,5 mins,14 mins,54 mins,21 mins,13 mins,13 mins,4.6 km,4.0 km,5.7 km,4.3 km,5.0 km
t1670,5 mins,7 mins,20 mins,1 hour 35 mins,33 mins,25 mins,15 mins,8.8 km,6.8 km,7.8 km,7.4 km,7.1 km
t1671,5 mins,10 mins,19 mins,1 hour 10 mins,27 mins,18 mins,13 mins,7.1 km,5.1 km,6.9 km,6.0 km,5.8 km
t1672,8 mins,3 mins,8 mins,28 mins,13 mins,7 mins,8 mins,2.2 km,2.0 km,2.4 km,2.0 km,2.0 km
t1673,5 mins,8 mins,16 mins,1 hour 7 mins,20 mins,16 mins,12 mins,5.9 km,4.9 km,5.6 km,5.2 km,5.1 km
t1674,5 mins,8 mins,27 mins,1 hour 57 mins,27 mins,29 mins,24 mins,9.3 km,8.4 km,9.4 km,9.8 km,9.7 km
t1675,5 mins,11 mins,13 mins,42 mins,25 mins,11 mins,9 mins,4.5 km,3.0 km,4.8 km,3.2 km,3.2 km
t1676,5 mins,5 mins,26 mins,1 hour 55 mins,32 mins,30 mins,24 mins,9.0 km,8.3 km,11.5 km,8.8 km,9.0 km
t1677,10 mins,4 mins,7 mins,29 mins,20 mins,10 mins,5 mins,2.7 km,2.2 km,2.3 km,2.2 km,2.0 km
t1678,8 mins,3 mins,7 mins,37 mins,16 mins,11 mins,9 mins,2.4 km,2.7 km,3.0 km,2.8 km,3.6 km
t1679,10 mins,3 mins,13 mins,55 mins,30 mins,18 mins,12 mins,4.6 km,4.0 km,7.4 km,4.6 km,4.3 km
t1680,10 mins,4 mins,9 mins,31 mins,22 mins,8 mins,9 mins,2.8 km,2.3 km,3.1 km,2.5 km,3.8 km
t1681,10 mins,1 min,12 mins,57 mins,27 mins,15 mins,13 mins,4.9 km,4.1 km,5.4 km,5.1 km,5.0 km
t1682,8 mins,4 mins,19 mins,1 hour 25 mins,29 mins,21 mins,17 mins,6.6 km,6.2 km,9.4 km,6.5 km,6.8 km
t1683,7 mins,6 mins,13 mins,55 mins,20 mins,14 mins,13 mins,4.1 km,3.9 km,5.1 km,4.2 km,4.4 km
t1684,7 mins,7 mins,19 mins,1 hour 6 mins,34 mins,17 mins,17 mins,6.7 km,4.8 km,7.9 km,5.4 km,7.3 km
t1685,8 mins,4 mins,18 mins,1 hour 26 mins,30 mins,21 mins,16 mins,6.7 km,6.2 km,9.5 km,6.5 km,6.5 km
t1686,10 mins,5 mins,21 mins,1 hour 35 mins,33 mins,28 mins,21 mins,7.6 km,6.9 km,11.5 km,7.9 km,7.8 km
t1687,7 mins,12 mins,7 mins,33 mins,20 mins,8 mins,8 mins,2.4 km,2.4 km,2.8 km,2.6 km,2.8 km
t1688,10 mins,5 mins,5 mins,31 mins,18 mins,9 mins,7 mins,1.7 km,2.3 km,2.5 km,2.3 km,2.3 km
t1689,8 mins,4 mins,21 mins,1 hour 46 mins,34 mins,27 mins,21 mins,7.4 km,7.6 km,8.4 km,8.6 km,8.2 km
t1690,8 mins,2 mins,22 mins,2 hours 0 mins,32 mins,29 mins,25 mins,8.1 km,8.7 km,10.4 km,9.7 km,9.9 km
t1691,8 mins,10 mins,17 mins,1 hour 13 mins,24 mins,19 mins,16 mins,5.7 km,5.3 km,6.2 km,6.2 km,5.7 km
t1692,9 mins,4 mins,18 mins,1 hour 20 mins,24 mins,19 mins,18 mins,5.8 km,5.8 km,7.7 km,6.4 km,6.6 km
t1693,9 mins,5 mins,20 mins,1 hour 24 mins,26 mins,22 mins,20 mins,6.6 km,6.1 km,8.4 km,6.4 km,7.0 km
t1694,8 mins,7 mins,19 mins,1 hour 43 mins,39 mins,25 mins,16 mins,9.7 km,7.6 km,14.7 km,8.4 km,9.3 km
t1695,8 mins,6 mins,5 mins,32 mins,10 mins,7 mins,6 mins,1.9 km,2.3 km,2.5 km,2.4 km,2.4 km
t1696,10 mins,7 mins,11 mins,43 mins,21 mins,14 mins,8 mins,3.7 km,3.3 km,3.5 km,3.3 km,3.1 km
t1697,10 mins,3 mins,7 mins,25 mins,10 mins,7 mins,6 mins,2.5 km,1.8 km,2.6 km,1.9 km,2.0 km
t1698,9 mins,7 mins,8 mins,30 mins,12 mins,7 mins,6 mins,2.5 km,2.1 km,2.3 km,2.0 km,2.0 km
t1699,8 mins,5 mins,10 mins,53 mins,24 mins,14 mins,12 mins,3.5 km,3.8 km,3.9 km,4.0 km,3.9 km
t1700,10 mins,3 mins,9 mins,48 mins,16 mins,11 mins,11 mins,3.2 km,3.5 km,4.6 km,3.7 km,3.9 km
t1701,10 mins,12 mins,17 mins,1 hour 49 mins,33 mins,28 mins,17 mins,7.7 km,8.0 km,8.9 km,9.0 km,9.1 km
t1702,10 mins,3 mins,12 mins,48 mins,16 mins,13 mins,11 mins,4.1 km,3.4 km,4.2 km,3.8 km,3.8 km
t1703,8 mins,4 mins,21 mins,1 hour 30 mins,28 mins,23 mins,22 mins,7.1 km,6.5 km,10.1 km,7.1 km,7.4 km
t1704,9 mins,5 mins,7 mins,32 mins,12 mins,8 mins,7 mins,2.4 km,2.3 km,2.9 km,2.5 km,2.7 km
t1705,10 mins,7 mins,17 mins,1 hour 19 mins,30 mins,21 mins,19 mins,6.5 km,5.8 km,7.9 km,7.2 km,7.0 km
t1706,11 mins,8 mins,8 mins,53 mins,25 mins,13 mins,12 mins,3.1 km,3.8 km,4.7 km,4.1 km,4.3 km
t1707,3 mins,5 mins,19 mins,1 hour 16 mins,29 mins,19 mins,18 mins,6.6 km,5.5 km,6.0 km,5.8 km,6.5 km
t1708,11 mins,7 mins,14 mins,1 hour 4 mins,26 mins,16 mins,13 mins,5.2 km,4.6 km,5.2 km,4.7 km,4.7 km
t1709,3 mins,6 mins,22 mins,1 hour 48 mins,35 mins,27 mins,23 mins,7.8 km,7.9 km,8.3 km,8.4 km,8.1 km
t1710,3 mins,2 mins,25 mins,2 hours 10 mins,35 mins,33 mins,26 mins,9.5 km,9.4 km,13.0 km,9.7 km,9.7 km
t1711,3 mins,6 mins,14 mins,1 hour 3 mins,25 mins,15 mins,14 mins,4.8 km,4.5 km,5.9 km,4.8 km,4.8 km
t1712,11 mins,5 mins,10 mins,54 mins,27 mins,14 mins,13 mins,3.5 km,3.9 km,4.6 km,4.4 km,4.6 km
t1713,11 mins,1 min,10 mins,50 mins,26 mins,13 mins,12 mins,4.6 km,3.6 km,5.2 km,4.3 km,5.1 km
t1714,3 mins,6 mins,12 mins,1 hour 5 mins,29 mins,16 mins,13 mins,4.8 km,4.8 km,5.4 km,4.9 km,5.1 km
t1715,11 mins,4 mins,16 mins,1 hour 24 mins,31 mins,18 mins,17 mins,6.1 km,6.1 km,9.1 km,6.1 km,6.6 km
t1716,11 mins,9 mins,15 mins,1 hour 18 mins,29 mins,19 mins,17 mins,5.3 km,5.6 km,6.4 km,6.1 km,5.8 km
t1717,3 mins,6 mins,13 mins,1 hour 8 mins,29 mins,18 mins,14 mins,4.7 km,4.9 km,5.5 km,5.1 km,5.1 km
t1718,3 mins,4 mins,17 mins,1 hour 25 mins,30 mins,22 mins,20 mins,5.9 km,6.2 km,6.5 km,6.4 km,7.0 km
t1719,3 mins,3 mins,11 mins,54 mins,23 mins,12 mins,12 mins,4.0 km,3.9 km,4.5 km,4.0 km,4.3 km
