css_o,css_d,distance,duration
CS75,CS38,4.6 km,13 mins
CS75,CS39,6.2 km,18 mins
CS75,CS40,2.4 km,8 mins
CS75,CS41,3.7 km,10 mins
CS75,CS42,3.0 km,8 mins
CS75,CS43,7.3 km,19 mins
CS75,CS44,7.7 km,20 mins
CS75,CS45,6.4 km,17 mins
CS75,CS46,7.6 km,19 mins
CS75,CS47,6.7 km,18 mins
CS75,CS48,6.6 km,18 mins
CS75,CS49,0.8 km,3 mins
CS75,CS50,0.9 km,3 mins
CS75,CS51,5.1 km,15 mins
CS75,CS52,4.7 km,12 mins
CS75,CS53,5.7 km,16 mins
CS75,CS54,3.2 km,9 mins
CS75,CS55,3.7 km,13 mins
CS75,CS56,4.4 km,12 mins
CS75,CS57,3.9 km,11 mins
CS75,CS58,3.1 km,8 mins
CS75,CS59,3.2 km,11 mins
CS75,CS60,3.0 km,9 mins
CS75,CS61,3.8 km,11 mins
CS75,CS62,3.2 km,8 mins
CS75,CS63,11.0 km,26 mins
CS75,CS64,11.9 km,29 mins
CS75,CS65,1.6 km,5 mins
CS75,CS66,1.2 km,5 mins
CS75,CS67,2.1 km,6 mins
CS75,CS68,2.8 km,7 mins
CS75,CS69,1.8 km,5 mins
CS75,CS70,1.4 km,5 mins
CS75,CS71,2.6 km,8 mins
CS75,CS72,1.1 km,5 mins
CS75,CS73,2.4 km,7 mins
CS75,CS74,1.7 km,6 mins
CS75,CS76,8.9 km,21 mins
CS75,CS77,9.5 km,22 mins
CS75,CS78,9.7 km,23 mins
CS75,CS79,7.7 km,22 mins
CS75,CS80,9.7 km,27 mins
CS75,CS81,7.4 km,20 mins
CS75,CS82,8.9 km,25 mins
CS75,CS83,9.1 km,26 mins
CS75,CS84,8.9 km,24 mins
CS75,CS85,9.1 km,23 mins
CS75,CS86,8.6 km,25 mins
CS75,CS87,11.7 km,29 mins
CS75,CS88,11.4 km,22 mins
CS75,CS89,8.5 km,23 mins
CS75,CS90,6.5 km,17 mins
CS75,CS91,8.1 km,21 mins
CS75,CS92,6.2 km,18 mins
CS75,CS93,5.8 km,15 mins
CS75,CS94,4.4 km,13 mins
CS75,CS95,6.0 km,19 mins
CS75,CS96,8.0 km,21 mins
CS75,CS97,4.9 km,15 mins
CS75,CS98,6.1 km,19 mins
CS75,CS99,5.6 km,17 mins
CS76,CS0,6.9 km,17 mins
CS76,CS1,5.4 km,12 mins
CS76,CS2,7.8 km,18 mins
CS76,CS3,6.9 km,16 mins
CS76,CS4,7.8 km,17 mins
CS76,CS5,6.5 km,15 mins
CS76,CS6,7.0 km,17 mins
CS76,CS7,7.8 km,18 mins
CS76,CS8,8.5 km,20 mins
CS76,CS9,6.1 km,14 mins
CS76,CS10,7.0 km,15 mins
CS76,CS11,8.8 km,24 mins
CS76,CS12,9.1 km,24 mins
CS76,CS13,7.5 km,21 mins
CS76,CS14,10.6 km,24 mins
CS76,CS15,9.8 km,22 mins
CS76,CS16,7.7 km,20 mins
CS76,CS17,6.5 km,15 mins
CS76,CS18,6.5 km,15 mins
CS76,CS19,6.9 km,18 mins
CS76,CS20,5.1 km,12 mins
CS76,CS21,6.1 km,14 mins
CS76,CS22,5.8 km,16 mins
CS76,CS23,8.1 km,20 mins
CS76,CS24,6.8 km,17 mins
CS76,CS25,6.0 km,15 mins
CS76,CS26,4.3 km,12 mins
CS76,CS27,3.7 km,11 mins
CS76,CS28,6.4 km,17 mins
CS76,CS29,5.4 km,14 mins
CS76,CS30,6.2 km,17 mins
CS76,CS31,4.6 km,12 mins
CS76,CS32,5.1 km,14 mins
CS76,CS33,5.4 km,14 mins
CS76,CS34,3.9 km,11 mins
CS76,CS35,4.5 km,12 mins
CS76,CS36,6.0 km,16 mins
CS76,CS37,5.1 km,13 mins
CS76,CS38,5.8 km,15 mins
CS76,CS39,4.3 km,11 mins
CS76,CS40,8.7 km,21 mins
CS76,CS41,13.0 km,30 mins
CS76,CS42,12.1 km,27 mins
CS76,CS43,5.8 km,12 mins
CS76,CS44,5.4 km,13 mins
CS76,CS45,5.9 km,14 mins
CS76,CS46,5.2 km,12 mins
CS76,CS47,6.0 km,13 mins
CS76,CS48,6.0 km,14 mins
CS76,CS49,9.8 km,23 mins
CS76,CS50,10.1 km,23 mins
CS76,CS51,7.3 km,20 mins
CS76,CS52,7.5 km,21 mins
CS76,CS53,6.8 km,19 mins
CS76,CS54,7.9 km,21 mins
CS76,CS55,5.9 km,18 mins
CS76,CS56,6.3 km,17 mins
CS76,CS57,7.9 km,22 mins
CS76,CS58,7.8 km,21 mins
CS76,CS59,7.2 km,20 mins
CS76,CS60,7.5 km,20 mins
CS76,CS61,6.9 km,19 mins
CS76,CS62,7.9 km,21 mins
CS76,CS63,5.2 km,12 mins
CS76,CS64,7.2 km,14 mins
CS76,CS65,8.6 km,21 mins
CS76,CS66,9.1 km,23 mins
CS76,CS67,9.0 km,24 mins
CS76,CS68,8.5 km,22 mins
CS76,CS69,8.4 km,20 mins
CS76,CS70,11.2 km,26 mins
CS76,CS71,7.5 km,19 mins
CS76,CS72,9.1 km,23 mins
CS76,CS73,8.7 km,23 mins
CS76,CS74,9.7 km,26 mins
CS76,CS75,9.9 km,23 mins
CS76,CS77,2.4 km,7 mins
CS76,CS78,0.9 km,3 mins
CS76,CS79,3.3 km,10 mins
CS76,CS80,3.1 km,9 mins
CS76,CS81,3.0 km,9 mins
CS76,CS82,2.8 km,7 mins
CS76,CS83,3.1 km,9 mins
CS76,CS84,3.9 km,12 mins
CS76,CS85,5.7 km,13 mins
CS76,CS86,2.6 km,8 mins
CS76,CS87,4.1 km,11 mins
CS76,CS88,7.6 km,18 mins
CS76,CS89,6.9 km,16 mins
CS76,CS90,7.3 km,20 mins
CS76,CS91,8.1 km,19 mins
CS76,CS92,3.7 km,10 mins
CS76,CS93,4.0 km,9 mins
CS76,CS94,5.8 km,15 mins
CS76,CS95,3.8 km,12 mins
CS76,CS96,3.0 km,9 mins
CS76,CS97,4.5 km,13 mins
CS76,CS98,3.3 km,10 mins
CS76,CS99,4.0 km,12 mins
CS77,CS0,6.3 km,16 mins
CS77,CS1,4.1 km,9 mins
CS77,CS2,7.0 km,17 mins
CS77,CS3,5.6 km,12 mins
CS77,CS4,6.5 km,14 mins
CS77,CS5,6.2 km,15 mins
CS77,CS6,6.4 km,16 mins
CS77,CS7,6.3 km,14 mins
CS77,CS8,7.1 km,16 mins
CS77,CS9,4.8 km,11 mins
CS77,CS10,5.7 km,12 mins
CS77,CS11,9.5 km,26 mins
CS77,CS12,10.4 km,25 mins
CS77,CS13,22.9 km,22 mins
CS77,CS14,10.9 km,25 mins
CS77,CS15,23.3 km,24 mins
CS77,CS16,7.4 km,19 mins
CS77,CS17,6.2 km,14 mins
CS77,CS18,6.2 km,14 mins
CS77,CS19,6.6 km,17 mins
CS77,CS20,4.8 km,11 mins
CS77,CS21,5.8 km,13 mins
CS77,CS22,5.5 km,15 mins
CS77,CS23,7.8 km,19 mins
CS77,CS24,6.6 km,16 mins
CS77,CS25,5.7 km,14 mins
CS77,CS26,4.5 km,13 mins
CS77,CS27,4.1 km,12 mins
CS77,CS28,8.0 km,21 mins
CS77,CS29,5.7 km,15 mins
CS77,CS30,7.8 km,20 mins
CS77,CS31,4.9 km,13 mins
CS77,CS32,5.6 km,15 mins
CS77,CS33,7.0 km,17 mins
CS77,CS34,4.7 km,13 mins
CS77,CS35,4.8 km,13 mins
CS77,CS36,6.7 km,19 mins
CS77,CS37,6.7 km,17 mins
CS77,CS38,6.0 km,16 mins
CS77,CS39,5.9 km,15 mins
CS77,CS40,8.4 km,21 mins
CS77,CS41,12.7 km,29 mins
CS77,CS42,11.9 km,26 mins
CS77,CS43,4.4 km,9 mins
CS77,CS44,4.0 km,9 mins
CS77,CS45,5.3 km,12 mins
CS77,CS46,3.8 km,8 mins
CS77,CS47,4.7 km,10 mins
CS77,CS48,5.3 km,12 mins
CS77,CS49,9.5 km,22 mins
CS77,CS50,9.8 km,22 mins
CS77,CS51,8.6 km,21 mins
CS77,CS52,8.2 km,22 mins
CS77,CS53,8.4 km,22 mins
CS77,CS54,9.1 km,23 mins
CS77,CS55,6.9 km,18 mins
CS77,CS56,6.5 km,18 mins
CS77,CS57,7.6 km,21 mins
CS77,CS58,9.0 km,23 mins
CS77,CS59,6.9 km,19 mins
CS77,CS60,7.2 km,19 mins
CS77,CS61,7.2 km,20 mins
CS77,CS62,8.1 km,22 mins
CS77,CS63,3.8 km,8 mins
CS77,CS64,5.8 km,11 mins
CS77,CS65,8.3 km,20 mins
CS77,CS66,8.8 km,22 mins
CS77,CS67,9.8 km,24 mins
CS77,CS68,8.7 km,24 mins
CS77,CS69,8.1 km,19 mins
CS77,CS70,10.9 km,25 mins
CS77,CS71,7.2 km,18 mins
CS77,CS72,8.9 km,22 mins
CS77,CS73,9.8 km,24 mins
CS77,CS74,10.4 km,26 mins
CS77,CS75,9.6 km,22 mins
CS77,CS76,2.0 km,6 mins
CS77,CS78,2.7 km,8 mins
CS77,CS79,5.2 km,14 mins
CS77,CS80,4.9 km,12 mins
CS77,CS81,4.7 km,13 mins
CS77,CS82,4.5 km,10 mins
CS77,CS83,4.9 km,13 mins
CS77,CS84,5.6 km,15 mins
CS77,CS85,7.5 km,17 mins
CS77,CS86,4.5 km,12 mins
CS77,CS87,5.9 km,14 mins
CS77,CS88,9.3 km,21 mins
CS77,CS89,8.7 km,20 mins
CS77,CS90,22.7 km,22 mins
CS77,CS91,21.6 km,20 mins
CS77,CS92,4.0 km,11 mins
CS77,CS93,3.7 km,9 mins
CS77,CS94,5.5 km,14 mins
CS77,CS95,4.2 km,13 mins
CS77,CS96,3.3 km,10 mins
CS77,CS97,5.0 km,13 mins
CS77,CS98,3.7 km,11 mins
CS77,CS99,4.4 km,13 mins
CS78,CS0,6.8 km,17 mins
CS78,CS1,5.9 km,12 mins
CS78,CS2,7.7 km,18 mins
CS78,CS3,7.4 km,16 mins
CS78,CS4,8.3 km,18 mins
CS78,CS5,6.4 km,15 mins
CS78,CS6,6.9 km,17 mins
CS78,CS7,7.4 km,18 mins
CS78,CS8,8.5 km,19 mins
CS78,CS9,6.6 km,14 mins
CS78,CS10,7.0 km,16 mins
CS78,CS11,8.7 km,24 mins
CS78,CS12,10.1 km,23 mins
CS78,CS13,8.8 km,19 mins
CS78,CS14,10.5 km,24 mins
CS78,CS15,9.3 km,21 mins
CS78,CS16,7.6 km,20 mins
CS78,CS17,6.4 km,15 mins
CS78,CS18,6.4 km,15 mins
CS78,CS19,6.8 km,17 mins
CS78,CS20,5.0 km,11 mins
CS78,CS21,6.0 km,14 mins
CS78,CS22,5.7 km,16 mins
CS78,CS23,8.0 km,19 mins
CS78,CS24,6.8 km,17 mins
CS78,CS25,5.9 km,15 mins
CS78,CS26,4.2 km,12 mins
CS78,CS27,3.6 km,11 mins
CS78,CS28,6.3 km,17 mins
CS78,CS29,5.3 km,14 mins
CS78,CS30,6.1 km,17 mins
CS78,CS31,4.5 km,12 mins
CS78,CS32,5.0 km,14 mins
CS78,CS33,5.3 km,14 mins
CS78,CS34,3.8 km,11 mins
CS78,CS35,4.5 km,12 mins
CS78,CS36,5.9 km,16 mins
CS78,CS37,5.1 km,13 mins
CS78,CS38,5.7 km,15 mins
CS78,CS39,4.2 km,11 mins
CS78,CS40,8.6 km,21 mins
CS78,CS41,12.9 km,29 mins
CS78,CS42,12.1 km,27 mins
CS78,CS43,6.3 km,13 mins
CS78,CS44,5.9 km,13 mins
CS78,CS45,5.8 km,14 mins
CS78,CS46,5.7 km,12 mins
CS78,CS47,6.5 km,14 mins
CS78,CS48,5.9 km,14 mins
CS78,CS49,9.7 km,22 mins
CS78,CS50,10.0 km,23 mins
CS78,CS51,7.2 km,20 mins
CS78,CS52,7.4 km,21 mins
CS78,CS53,6.7 km,19 mins
CS78,CS54,7.8 km,21 mins
CS78,CS55,5.8 km,18 mins
CS78,CS56,6.2 km,17 mins
CS78,CS57,7.8 km,22 mins
CS78,CS58,7.7 km,21 mins
CS78,CS59,7.1 km,19 mins
CS78,CS60,7.4 km,20 mins
CS78,CS61,6.8 km,19 mins
CS78,CS62,7.8 km,21 mins
CS78,CS63,5.7 km,12 mins
CS78,CS64,7.7 km,14 mins
CS78,CS65,8.5 km,21 mins
CS78,CS66,9.0 km,22 mins
CS78,CS67,8.9 km,24 mins
CS78,CS68,8.4 km,22 mins
CS78,CS69,8.3 km,20 mins
CS78,CS70,11.1 km,25 mins
CS78,CS71,7.4 km,19 mins
CS78,CS72,9.1 km,23 mins
CS78,CS73,8.6 km,23 mins
CS78,CS74,9.6 km,26 mins
CS78,CS75,9.8 km,23 mins
CS78,CS76,0.9 km,4 mins
CS78,CS77,2.7 km,8 mins
CS78,CS79,3.2 km,10 mins
CS78,CS80,2.7 km,7 mins
CS78,CS81,2.9 km,9 mins
CS78,CS82,2.4 km,5 mins
CS78,CS83,3.0 km,9 mins
CS78,CS84,3.8 km,12 mins
CS78,CS85,5.3 km,12 mins
CS78,CS86,2.5 km,8 mins
CS78,CS87,3.7 km,9 mins
CS78,CS88,7.2 km,16 mins
CS78,CS89,6.5 km,15 mins
CS78,CS90,8.0 km,19 mins
CS78,CS91,7.7 km,17 mins
CS78,CS92,3.6 km,9 mins
CS78,CS93,3.9 km,9 mins
CS78,CS94,5.7 km,15 mins
CS78,CS95,3.7 km,12 mins
CS78,CS96,2.9 km,9 mins
CS78,CS97,4.4 km,13 mins
CS78,CS98,3.3 km,10 mins
CS78,CS99,4.0 km,12 mins
CS79,CS0,6.7 km,20 mins
CS79,CS1,8.2 km,18 mins
CS79,CS2,7.6 km,21 mins
CS79,CS3,9.7 km,22 mins
CS79,CS4,8.3 km,23 mins
CS79,CS5,6.3 km,18 mins
CS79,CS6,6.9 km,19 mins
CS79,CS7,7.3 km,21 mins
CS79,CS8,8.5 km,22 mins
CS79,CS9,8.9 km,20 mins
CS79,CS10,7.0 km,19 mins
CS79,CS11,5.9 km,16 mins
CS79,CS12,6.2 km,17 mins
CS79,CS13,4.6 km,13 mins
CS79,CS14,7.1 km,18 mins
CS79,CS15,5.3 km,15 mins
CS79,CS16,7.7 km,22 mins
CS79,CS17,6.0 km,18 mins
CS79,CS18,6.0 km,18 mins
CS79,CS19,6.8 km,20 mins
CS79,CS20,4.8 km,14 mins
CS79,CS21,6.7 km,18 mins
CS79,CS22,5.2 km,17 mins
CS79,CS23,6.3 km,18 mins
CS79,CS24,6.3 km,18 mins
CS79,CS25,4.4 km,13 mins
CS79,CS26,1.6 km,4 mins
CS79,CS27,2.7 km,8 mins
CS79,CS28,3.5 km,10 mins
CS79,CS29,2.8 km,8 mins
CS79,CS30,3.3 km,9 mins
CS79,CS31,2.7 km,8 mins
CS79,CS32,2.2 km,6 mins
CS79,CS33,2.5 km,6 mins
CS79,CS34,1.8 km,5 mins
CS79,CS35,2.7 km,8 mins
CS79,CS36,3.0 km,9 mins
CS79,CS37,2.2 km,6 mins
CS79,CS38,3.1 km,9 mins
CS79,CS39,1.4 km,4 mins
CS79,CS40,6.8 km,20 mins
CS79,CS41,8.7 km,23 mins
CS79,CS42,9.1 km,22 mins
CS79,CS43,6.6 km,19 mins
CS79,CS44,7.0 km,19 mins
CS79,CS45,5.7 km,16 mins
CS79,CS46,8.0 km,18 mins
CS79,CS47,6.0 km,17 mins
CS79,CS48,5.9 km,17 mins
CS79,CS49,8.3 km,23 mins
CS79,CS50,8.4 km,23 mins
CS79,CS51,4.4 km,12 mins
CS79,CS52,4.6 km,13 mins
CS79,CS53,3.9 km,12 mins
CS79,CS54,4.9 km,15 mins
CS79,CS55,5.1 km,14 mins
CS79,CS56,4.0 km,11 mins
CS79,CS57,5.4 km,17 mins
CS79,CS58,5.1 km,15 mins
CS79,CS59,5.6 km,17 mins
CS79,CS60,6.1 km,17 mins
CS79,CS61,4.4 km,13 mins
CS79,CS62,5.0 km,15 mins
CS79,CS63,8.0 km,18 mins
CS79,CS64,10.0 km,20 mins
CS79,CS65,6.8 km,20 mins
CS79,CS66,7.4 km,21 mins
CS79,CS67,6.7 km,19 mins
CS79,CS68,6.2 km,17 mins
CS79,CS69,7.6 km,21 mins
CS79,CS70,7.7 km,21 mins
CS79,CS71,5.9 km,17 mins
CS79,CS72,7.8 km,22 mins
CS79,CS73,6.4 km,18 mins
CS79,CS74,7.4 km,20 mins
CS79,CS75,7.7 km,21 mins
CS79,CS76,3.3 km,10 mins
CS79,CS77,5.2 km,13 mins
CS79,CS78,3.2 km,9 mins
CS79,CS80,2.3 km,8 mins
CS79,CS81,0.6 km,3 mins
CS79,CS82,1.3 km,5 mins
CS79,CS83,1.3 km,6 mins
CS79,CS84,1.4 km,6 mins
CS79,CS85,3.0 km,7 mins
CS79,CS86,1.0 km,4 mins
CS79,CS87,3.1 km,9 mins
CS79,CS88,3.9 km,11 mins
CS79,CS89,3.9 km,9 mins
CS79,CS90,4.4 km,12 mins
CS79,CS91,5.1 km,12 mins
CS79,CS92,2.1 km,6 mins
CS79,CS93,4.9 km,13 mins
CS79,CS94,4.3 km,13 mins
CS79,CS95,3.4 km,11 mins
CS79,CS96,3.2 km,10 mins
CS79,CS97,3.5 km,10 mins
CS79,CS98,3.0 km,9 mins
CS79,CS99,3.1 km,9 mins
CS80,CS0,7.8 km,21 mins
CS80,CS1,8.1 km,17 mins
CS80,CS2,8.8 km,22 mins
CS80,CS3,9.6 km,21 mins
CS80,CS4,10.5 km,23 mins
CS80,CS5,7.4 km,19 mins
CS80,CS6,8.0 km,21 mins
CS80,CS7,8.5 km,23 mins
CS80,CS8,9.6 km,24 mins
CS80,CS9,8.8 km,20 mins
CS80,CS10,8.1 km,20 mins
CS80,CS11,7.8 km,22 mins
CS80,CS12,8.1 km,23 mins
CS80,CS13,6.5 km,19 mins
CS80,CS14,9.0 km,24 mins
CS80,CS15,7.2 km,21 mins
CS80,CS16,8.8 km,24 mins
CS80,CS17,7.2 km,20 mins
CS80,CS18,7.1 km,19 mins
CS80,CS19,9.0 km,23 mins
CS80,CS20,5.9 km,16 mins
CS80,CS21,8.2 km,19 mins
CS80,CS22,6.3 km,18 mins
CS80,CS23,7.9 km,23 mins
CS80,CS24,8.9 km,22 mins
CS80,CS25,5.9 km,18 mins
CS80,CS26,3.5 km,10 mins
CS80,CS27,4.2 km,12 mins
CS80,CS28,5.4 km,16 mins
CS80,CS29,4.4 km,14 mins
CS80,CS30,5.2 km,15 mins
CS80,CS31,4.6 km,13 mins
CS80,CS32,4.1 km,12 mins
CS80,CS33,4.4 km,12 mins
CS80,CS34,2.9 km,9 mins
CS80,CS35,4.5 km,13 mins
CS80,CS36,4.9 km,15 mins
CS80,CS37,4.1 km,12 mins
CS80,CS38,4.7 km,15 mins
CS80,CS39,3.3 km,10 mins
CS80,CS40,8.4 km,25 mins
CS80,CS41,10.6 km,29 mins
CS80,CS42,11.0 km,28 mins
CS80,CS43,8.4 km,18 mins
CS80,CS44,8.1 km,18 mins
CS80,CS45,6.8 km,18 mins
CS80,CS46,7.8 km,17 mins
CS80,CS47,7.1 km,19 mins
CS80,CS48,7.0 km,18 mins
CS80,CS49,11.8 km,28 mins
CS80,CS50,12.2 km,28 mins
CS80,CS51,6.3 km,18 mins
CS80,CS52,6.5 km,19 mins
CS80,CS53,5.8 km,17 mins
CS80,CS54,6.8 km,21 mins
CS80,CS55,6.4 km,19 mins
CS80,CS56,5.6 km,17 mins
CS80,CS57,7.1 km,23 mins
CS80,CS58,7.0 km,21 mins
CS80,CS59,7.1 km,22 mins
CS80,CS60,7.4 km,23 mins
CS80,CS61,6.3 km,19 mins
CS80,CS62,6.9 km,21 mins
CS80,CS63,7.9 km,17 mins
CS80,CS64,9.9 km,19 mins
CS80,CS65,8.3 km,24 mins
CS80,CS66,8.7 km,26 mins
CS80,CS67,8.3 km,24 mins
CS80,CS68,7.8 km,23 mins
CS80,CS69,10.5 km,25 mins
CS80,CS70,9.3 km,27 mins
CS80,CS71,7.4 km,22 mins
CS80,CS72,8.8 km,26 mins
CS80,CS73,8.0 km,23 mins
CS80,CS74,9.0 km,26 mins
CS80,CS75,9.3 km,27 mins
CS80,CS76,3.2 km,9 mins
CS80,CS77,5.1 km,13 mins
CS80,CS78,2.7 km,8 mins
CS80,CS79,2.2 km,8 mins
CS80,CS81,2.0 km,7 mins
CS80,CS82,1.1 km,4 mins
CS80,CS83,2.1 km,8 mins
CS80,CS84,2.8 km,10 mins
CS80,CS85,5.2 km,13 mins
CS80,CS86,1.5 km,6 mins
CS80,CS87,3.6 km,11 mins
CS80,CS88,7.1 km,18 mins
CS80,CS89,6.4 km,16 mins
CS80,CS90,6.3 km,18 mins
CS80,CS91,7.6 km,19 mins
CS80,CS92,3.6 km,11 mins
CS80,CS93,6.4 km,14 mins
CS80,CS94,5.8 km,18 mins
CS80,CS95,4.4 km,14 mins
CS80,CS96,3.6 km,11 mins
CS80,CS97,5.0 km,15 mins
CS80,CS98,4.0 km,12 mins
CS80,CS99,4.6 km,14 mins
CS81,CS0,6.4 km,19 mins
CS81,CS1,8.0 km,17 mins
CS81,CS2,7.4 km,20 mins
CS81,CS3,9.4 km,21 mins
CS81,CS4,8.0 km,23 mins
CS81,CS5,6.0 km,17 mins
CS81,CS6,6.6 km,19 mins
CS81,CS7,7.1 km,21 mins
CS81,CS8,8.2 km,22 mins
CS81,CS9,8.7 km,19 mins
CS81,CS10,6.7 km,18 mins
CS81,CS11,6.1 km,17 mins
CS81,CS12,6.5 km,17 mins
CS81,CS13,4.9 km,14 mins
CS81,CS14,7.3 km,18 mins
CS81,CS15,5.6 km,16 mins
CS81,CS16,7.4 km,22 mins
CS81,CS17,5.8 km,18 mins
CS81,CS18,5.7 km,17 mins
CS81,CS19,6.5 km,20 mins
CS81,CS20,4.5 km,14 mins
CS81,CS21,6.5 km,17 mins
CS81,CS22,4.9 km,16 mins
CS81,CS23,6.0 km,18 mins
CS81,CS24,6.0 km,17 mins
CS81,CS25,4.1 km,13 mins
CS81,CS26,1.3 km,4 mins
CS81,CS27,2.4 km,7 mins
CS81,CS28,3.7 km,10 mins
CS81,CS29,2.5 km,7 mins
CS81,CS30,3.5 km,10 mins
CS81,CS31,2.4 km,7 mins
CS81,CS32,2.4 km,7 mins
CS81,CS33,2.7 km,7 mins
CS81,CS34,0.9 km,3 mins
CS81,CS35,2.4 km,7 mins
CS81,CS36,3.3 km,9 mins
CS81,CS37,2.5 km,7 mins
CS81,CS38,2.8 km,8 mins
CS81,CS39,1.7 km,5 mins
CS81,CS40,6.6 km,20 mins
CS81,CS41,8.9 km,24 mins
CS81,CS42,9.4 km,23 mins
CS81,CS43,8.3 km,18 mins
CS81,CS44,6.7 km,19 mins
CS81,CS45,5.4 km,16 mins
CS81,CS46,7.7 km,17 mins
CS81,CS47,5.7 km,17 mins
CS81,CS48,5.6 km,16 mins
CS81,CS49,8.0 km,22 mins
CS81,CS50,8.1 km,22 mins
CS81,CS51,4.6 km,13 mins
CS81,CS52,4.8 km,14 mins
CS81,CS53,4.1 km,12 mins
CS81,CS54,5.2 km,16 mins
CS81,CS55,4.8 km,14 mins
CS81,CS56,3.7 km,11 mins
CS81,CS57,5.1 km,16 mins
CS81,CS58,5.2 km,15 mins
CS81,CS59,5.3 km,17 mins
CS81,CS60,5.8 km,17 mins
CS81,CS61,4.3 km,13 mins
CS81,CS62,5.3 km,15 mins
CS81,CS63,7.7 km,17 mins
CS81,CS64,9.7 km,19 mins
CS81,CS65,6.5 km,19 mins
CS81,CS66,7.1 km,21 mins
CS81,CS67,6.4 km,18 mins
CS81,CS68,5.9 km,16 mins
CS81,CS69,7.3 km,21 mins
CS81,CS70,7.4 km,21 mins
CS81,CS71,5.6 km,17 mins
CS81,CS72,7.6 km,21 mins
CS81,CS73,6.1 km,17 mins
CS81,CS74,7.1 km,20 mins
CS81,CS75,7.4 km,20 mins
CS81,CS76,3.1 km,9 mins
CS81,CS77,4.9 km,12 mins
CS81,CS78,2.9 km,9 mins
CS81,CS79,0.6 km,3 mins
CS81,CS80,2.0 km,7 mins
CS81,CS82,1.0 km,4 mins
CS81,CS83,1.0 km,5 mins
CS81,CS84,1.3 km,6 mins
CS81,CS85,2.5 km,8 mins
CS81,CS86,0.8 km,4 mins
CS81,CS87,2.8 km,9 mins
CS81,CS88,4.1 km,12 mins
CS81,CS89,4.2 km,10 mins
CS81,CS90,4.6 km,13 mins
CS81,CS91,5.3 km,13 mins
CS81,CS92,1.9 km,5 mins
CS81,CS93,4.4 km,12 mins
CS81,CS94,4.0 km,12 mins
CS81,CS95,3.1 km,10 mins
CS81,CS96,2.8 km,9 mins
CS81,CS97,3.2 km,9 mins
CS81,CS98,2.7 km,8 mins
CS81,CS99,2.8 km,9 mins
CS82,CS0,6.8 km,17 mins
CS82,CS1,7.7 km,15 mins
CS82,CS2,7.7 km,18 mins
CS82,CS3,9.2 km,19 mins
CS82,CS4,10.1 km,21 mins
CS82,CS5,6.4 km,15 mins
CS82,CS6,6.9 km,17 mins
CS82,CS7,7.4 km,19 mins
CS82,CS8,8.5 km,20 mins
CS82,CS9,8.4 km,17 mins
CS82,CS10,7.0 km,16 mins
CS82,CS11,6.7 km,18 mins
CS82,CS12,7.1 km,19 mins
CS82,CS13,5.4 km,15 mins
CS82,CS14,7.9 km,19 mins
CS82,CS15,6.1 km,17 mins
CS82,CS16,7.7 km,20 mins
CS82,CS17,6.1 km,16 mins
CS82,CS18,6.1 km,15 mins
CS82,CS19,7.0 km,19 mins
CS82,CS20,4.8 km,12 mins
CS82,CS21,6.2 km,15 mins
CS82,CS22,5.2 km,14 mins
CS82,CS23,6.9 km,19 mins
CS82,CS24,6.9 km,18 mins
CS82,CS25,4.8 km,14 mins
CS82,CS26,2.4 km,6 mins
CS82,CS27,3.1 km,8 mins
CS82,CS28,4.3 km,12 mins
CS82,CS29,3.4 km,10 mins
CS82,CS30,4.1 km,11 mins
CS82,CS31,3.5 km,9 mins
CS82,CS32,3.0 km,8 mins
CS82,CS33,3.3 km,8 mins
CS82,CS34,1.8 km,5 mins
CS82,CS35,3.4 km,9 mins
CS82,CS36,3.9 km,11 mins
CS82,CS37,3.0 km,8 mins
CS82,CS38,3.7 km,11 mins
CS82,CS39,2.2 km,6 mins
CS82,CS40,7.3 km,21 mins
CS82,CS41,9.5 km,25 mins
CS82,CS42,10.0 km,24 mins
CS82,CS43,8.0 km,16 mins
CS82,CS44,7.0 km,17 mins
CS82,CS45,5.8 km,14 mins
CS82,CS46,7.4 km,15 mins
CS82,CS47,6.0 km,15 mins
CS82,CS48,5.9 km,14 mins
CS82,CS49,9.8 km,24 mins
CS82,CS50,10.2 km,24 mins
CS82,CS51,5.2 km,14 mins
CS82,CS52,5.4 km,15 mins
CS82,CS53,4.7 km,13 mins
CS82,CS54,5.8 km,17 mins
CS82,CS55,5.3 km,15 mins
CS82,CS56,5.2 km,14 mins
CS82,CS57,6.6 km,19 mins
CS82,CS58,5.9 km,17 mins
CS82,CS59,6.0 km,18 mins
CS82,CS60,6.3 km,19 mins
CS82,CS61,5.3 km,15 mins
CS82,CS62,5.8 km,17 mins
CS82,CS63,7.4 km,15 mins
CS82,CS64,9.4 km,17 mins
CS82,CS65,7.2 km,20 mins
CS82,CS66,7.7 km,22 mins
CS82,CS67,7.9 km,21 mins
CS82,CS68,7.4 km,19 mins
CS82,CS69,8.5 km,21 mins
CS82,CS70,8.9 km,24 mins
CS82,CS71,6.4 km,18 mins
CS82,CS72,7.8 km,22 mins
CS82,CS73,7.5 km,20 mins
CS82,CS74,8.6 km,23 mins
CS82,CS75,8.9 km,23 mins
CS82,CS76,2.8 km,7 mins
CS82,CS77,4.6 km,10 mins
CS82,CS78,2.6 km,7 mins
CS82,CS79,1.2 km,4 mins
CS82,CS80,2.1 km,7 mins
